"V1"	"V2"	"x"	"y"
"3351"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-54.875"	"-13.625"
"3352"	NA	NA	"-54.625"	"-13.625"
"3353"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-54.375"	"-13.625"
"3354"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.125"	"-13.625"
"3355"	"Savana Florestada"	"Sd"	"-53.875"	"-13.625"
"3356"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.625"	"-13.625"
"3357"	NA	NA	"-53.375"	"-13.625"
"3358"	"Floresta Estacional Sempre Verde Submontana com dossel uniforme"	"Hsu"	"-53.125"	"-13.625"
"3359"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.875"	"-13.625"
"3360"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.625"	"-13.625"
"3361"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.375"	"-13.625"
"3362"	"Savana Florestada"	"Sd"	"-52.125"	"-13.625"
"3363"	"Savana Florestada"	"Sd"	"-51.875"	"-13.625"
"3364"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-51.625"	"-13.625"
"3365"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.375"	"-13.625"
"3366"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-51.125"	"-13.625"
"3367"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-50.875"	"-13.625"
"3368"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.625"	"-13.625"
"3369"	"Floresta Estacional Semidecidual das Terras Baixas"	"Fb"	"-50.375"	"-13.625"
"3370"	NA	NA	"-50.125"	"-13.625"
"3371"	NA	NA	"-49.875"	"-13.625"
"3372"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.625"	"-13.625"
"3373"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.375"	"-13.625"
"3374"	NA	NA	"-49.125"	"-13.625"
"3375"	NA	NA	"-48.875"	"-13.625"
"3376"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-13.625"
"3377"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.375"	"-13.625"
"3378"	NA	NA	"-48.125"	"-13.625"
"3379"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.875"	"-13.625"
"3380"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.625"	"-13.625"
"3381"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.375"	"-13.625"
"3382"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.125"	"-13.625"
"3383"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.875"	"-13.625"
"3384"	NA	NA	"-46.625"	"-13.625"
"3385"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.375"	"-13.625"
"3386"	NA	NA	"-46.125"	"-13.625"
"3387"	NA	NA	"-45.875"	"-13.625"
"3388"	NA	NA	"-45.625"	"-13.625"
"3389"	NA	NA	"-45.375"	"-13.625"
"3390"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-13.625"
"3391"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-13.625"
"3392"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-13.625"
"3393"	NA	NA	"-44.375"	"-13.625"
"3394"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.125"	"-13.625"
"3395"	"Floresta Estacional Decidual Montana"	"Cm"	"-43.875"	"-13.625"
"3396"	NA	NA	"-43.625"	"-13.625"
"3406"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-59.625"	"-13.875"
"3407"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.375"	"-13.875"
"3408"	NA	NA	"-59.125"	"-13.875"
"3409"	NA	NA	"-58.875"	"-13.875"
"3410"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.625"	"-13.875"
"3411"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-58.375"	"-13.875"
"3412"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.125"	"-13.875"
"3413"	NA	NA	"-57.875"	"-13.875"
"3414"	NA	NA	"-57.625"	"-13.875"
"3415"	NA	NA	"-57.375"	"-13.875"
"3416"	NA	NA	"-57.125"	"-13.875"
"3417"	NA	NA	"-56.875"	"-13.875"
"3418"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-56.625"	"-13.875"
"3419"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-56.375"	"-13.875"
"3420"	NA	NA	"-56.125"	"-13.875"
"3421"	NA	NA	"-55.875"	"-13.875"
"3422"	NA	NA	"-55.625"	"-13.875"
"3423"	NA	NA	"-55.375"	"-13.875"
"3424"	NA	NA	"-55.125"	"-13.875"
"3425"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.875"	"-13.875"
"3426"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.625"	"-13.875"
"3427"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-54.375"	"-13.875"
"3428"	NA	NA	"-54.125"	"-13.875"
"3429"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.875"	"-13.875"
"3430"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.625"	"-13.875"
"3431"	NA	NA	"-53.375"	"-13.875"
"3432"	NA	NA	"-53.125"	"-13.875"
"3433"	NA	NA	"-52.875"	"-13.875"
"3434"	NA	NA	"-52.625"	"-13.875"
"3435"	NA	NA	"-52.375"	"-13.875"
"3436"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-52.125"	"-13.875"
"3437"	NA	NA	"-51.875"	"-13.875"
"3438"	"Savana Florestada"	"Sd"	"-51.625"	"-13.875"
"3439"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.375"	"-13.875"
"3440"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-13.875"
"3441"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-50.875"	"-13.875"
"3442"	NA	NA	"-50.625"	"-13.875"
"3443"	NA	NA	"-50.375"	"-13.875"
"3444"	NA	NA	"-50.125"	"-13.875"
"3445"	NA	NA	"-49.875"	"-13.875"
"3446"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.625"	"-13.875"
"3447"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.375"	"-13.875"
"3448"	NA	NA	"-49.125"	"-13.875"
"3449"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.875"	"-13.875"
"3450"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-13.875"
"3451"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.375"	"-13.875"
"3452"	NA	NA	"-48.125"	"-13.875"
"3453"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-13.875"
"3454"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.625"	"-13.875"
"3455"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.375"	"-13.875"
"3456"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.125"	"-13.875"
"3457"	NA	NA	"-46.875"	"-13.875"
"3458"	NA	NA	"-46.625"	"-13.875"
"3459"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.375"	"-13.875"
"3460"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.125"	"-13.875"
"3461"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.875"	"-13.875"
"3462"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-13.875"
"3463"	NA	NA	"-45.375"	"-13.875"
"3464"	NA	NA	"-45.125"	"-13.875"
"3465"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-13.875"
"3466"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-13.875"
"3467"	NA	NA	"-44.375"	"-13.875"
"3468"	NA	NA	"-44.125"	"-13.875"
"3469"	NA	NA	"-43.875"	"-13.875"
"3470"	"FormaApo Pioneira com influencia fluvial e/ou lacustre arbustiva sem palmeiras"	"Paas"	"-43.625"	"-13.875"
"3481"	"Savana Florestada"	"Sd"	"-59.375"	"-14.125"
"3482"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.125"	"-14.125"
"3483"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.875"	"-14.125"
"3484"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.625"	"-14.125"
"3485"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.375"	"-14.125"
"3486"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.125"	"-14.125"
"3487"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-57.875"	"-14.125"
"3488"	NA	NA	"-57.625"	"-14.125"
"3492"	"Savana Florestada"	"Sd"	"-56.625"	"-14.125"
"3493"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.375"	"-14.125"
"3494"	NA	NA	"-56.125"	"-14.125"
"3495"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.875"	"-14.125"
"3496"	"Contato Savana/Floresta Estacional - Ecatono"	"SNt"	"-55.625"	"-14.125"
"3497"	NA	NA	"-55.375"	"-14.125"
"3498"	"Savana Parque com floresta-de-galeria"	"Spf"	"-55.125"	"-14.125"
"3499"	NA	NA	"-54.875"	"-14.125"
"3500"	"Savana Parque com floresta-de-galeria"	"Spf"	"-54.625"	"-14.125"
"3501"	"Savana Parque com floresta-de-galeria"	"Spf"	"-54.375"	"-14.125"
"3502"	"Savana Parque com floresta-de-galeria"	"Spf"	"-54.125"	"-14.125"
"3503"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.875"	"-14.125"
"3504"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.625"	"-14.125"
"3505"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.375"	"-14.125"
"3506"	NA	NA	"-53.125"	"-14.125"
"3507"	"Savana Florestada"	"Sd"	"-52.875"	"-14.125"
"3508"	NA	NA	"-52.625"	"-14.125"
"3509"	NA	NA	"-52.375"	"-14.125"
"3510"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.125"	"-14.125"
"3511"	"Floresta Estacional Sempre Verde Aluvial"	"Ha"	"-51.875"	"-14.125"
"3512"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.625"	"-14.125"
"3513"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.375"	"-14.125"
"3514"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.125"	"-14.125"
"3515"	NA	NA	"-50.875"	"-14.125"
"3516"	NA	NA	"-50.625"	"-14.125"
"3517"	NA	NA	"-50.375"	"-14.125"
"3518"	NA	NA	"-50.125"	"-14.125"
"3519"	NA	NA	"-49.875"	"-14.125"
"3520"	NA	NA	"-49.625"	"-14.125"
"3521"	NA	NA	"-49.375"	"-14.125"
"3522"	NA	NA	"-49.125"	"-14.125"
"3523"	NA	NA	"-48.875"	"-14.125"
"3524"	NA	NA	"-48.625"	"-14.125"
"3525"	"Savana Florestada"	"Sd"	"-48.375"	"-14.125"
"3526"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.125"	"-14.125"
"3527"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.875"	"-14.125"
"3528"	NA	NA	"-47.625"	"-14.125"
"3529"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.375"	"-14.125"
"3530"	NA	NA	"-47.125"	"-14.125"
"3531"	NA	NA	"-46.875"	"-14.125"
"3532"	NA	NA	"-46.625"	"-14.125"
"3533"	NA	NA	"-46.375"	"-14.125"
"3534"	NA	NA	"-46.125"	"-14.125"
"3535"	NA	NA	"-45.875"	"-14.125"
"3536"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-14.125"
"3537"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-14.125"
"3538"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-14.125"
"3539"	"Savana Parque com floresta-de-galeria"	"Spf"	"-44.875"	"-14.125"
"3540"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-14.125"
"3541"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.375"	"-14.125"
"3542"	NA	NA	"-44.125"	"-14.125"
"3543"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-43.875"	"-14.125"
"3544"	NA	NA	"-43.625"	"-14.125"
"3545"	NA	NA	"-43.375"	"-14.125"
"3555"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-59.375"	"-14.375"
"3556"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-59.125"	"-14.375"
"3557"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.875"	"-14.375"
"3558"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.625"	"-14.375"
"3559"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.375"	"-14.375"
"3560"	NA	NA	"-58.125"	"-14.375"
"3566"	NA	NA	"-56.625"	"-14.375"
"3567"	NA	NA	"-56.375"	"-14.375"
"3568"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.125"	"-14.375"
"3569"	NA	NA	"-55.875"	"-14.375"
"3570"	"Savana Parque com floresta-de-galeria"	"Spf"	"-55.625"	"-14.375"
"3571"	"Savana Parque com floresta-de-galeria"	"Spf"	"-55.375"	"-14.375"
"3572"	"Savana Parque com floresta-de-galeria"	"Spf"	"-55.125"	"-14.375"
"3573"	"Savana Parque com floresta-de-galeria"	"Spf"	"-54.875"	"-14.375"
"3574"	"Savana Parque com floresta-de-galeria"	"Spf"	"-54.625"	"-14.375"
"3575"	"Floresta Estacional Semidecidual Aluvial com dossel emergente"	"Fae"	"-54.375"	"-14.375"
"3576"	"Floresta Estacional Semidecidual Aluvial com dossel emergente"	"Fae"	"-54.125"	"-14.375"
"3577"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.875"	"-14.375"
"3578"	"Savana Parque com floresta-de-galeria"	"Spf"	"-53.625"	"-14.375"
"3579"	"Savana Florestada"	"Sd"	"-53.375"	"-14.375"
"3580"	"Savana Florestada"	"Sd"	"-53.125"	"-14.375"
"3581"	"Savana Florestada"	"Sd"	"-52.875"	"-14.375"
"3582"	NA	NA	"-52.625"	"-14.375"
"3583"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-52.375"	"-14.375"
"3584"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-52.125"	"-14.375"
"3585"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-51.875"	"-14.375"
"3586"	"Savana Florestada"	"Sd"	"-51.625"	"-14.375"
"3587"	NA	NA	"-51.375"	"-14.375"
"3588"	NA	NA	"-51.125"	"-14.375"
"3589"	NA	NA	"-50.875"	"-14.375"
"3590"	NA	NA	"-50.625"	"-14.375"
"3591"	NA	NA	"-50.375"	"-14.375"
"3592"	NA	NA	"-50.125"	"-14.375"
"3593"	NA	NA	"-49.875"	"-14.375"
"3594"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.625"	"-14.375"
"3595"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.375"	"-14.375"
"3596"	NA	NA	"-49.125"	"-14.375"
"3597"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-48.875"	"-14.375"
"3598"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.625"	"-14.375"
"3599"	NA	NA	"-48.375"	"-14.375"
"3600"	NA	NA	"-48.125"	"-14.375"
"3601"	NA	NA	"-47.875"	"-14.375"
"3602"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-47.625"	"-14.375"
"3603"	NA	NA	"-47.375"	"-14.375"
"3604"	NA	NA	"-47.125"	"-14.375"
"3605"	NA	NA	"-46.875"	"-14.375"
"3606"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.625"	"-14.375"
"3607"	NA	NA	"-46.375"	"-14.375"
"3608"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-46.125"	"-14.375"
"3609"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-45.875"	"-14.375"
"3610"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-45.625"	"-14.375"
"3611"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-14.375"
"3612"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.125"	"-14.375"
"3613"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-14.375"
"3614"	NA	NA	"-44.625"	"-14.375"
"3615"	NA	NA	"-44.375"	"-14.375"
"3617"	NA	NA	"-43.875"	"-14.375"
"3618"	NA	NA	"-43.625"	"-14.375"
"3619"	NA	NA	"-43.375"	"-14.375"
"3630"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-59.125"	"-14.625"
"3631"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.875"	"-14.625"
"3632"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-58.625"	"-14.625"
"3633"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.375"	"-14.625"
"3634"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-58.125"	"-14.625"
"3640"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.625"	"-14.625"
"3641"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.375"	"-14.625"
"3642"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.125"	"-14.625"
"3643"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.875"	"-14.625"
"3644"	NA	NA	"-55.625"	"-14.625"
"3645"	NA	NA	"-55.375"	"-14.625"
"3646"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.125"	"-14.625"
"3647"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.875"	"-14.625"
"3648"	NA	NA	"-54.625"	"-14.625"
"3649"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.375"	"-14.625"
"3650"	NA	NA	"-54.125"	"-14.625"
"3651"	"Floresta Estacional Semidecidual Aluvial"	"Fa"	"-53.875"	"-14.625"
"3652"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.625"	"-14.625"
"3653"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.375"	"-14.625"
"3654"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.125"	"-14.625"
"3655"	NA	NA	"-52.875"	"-14.625"
"3656"	"Savana Florestada"	"Sd"	"-52.625"	"-14.625"
"3657"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-52.375"	"-14.625"
"3658"	"Savana Florestada"	"Sd"	"-52.125"	"-14.625"
"3659"	"Floresta Estacional Sempre Verde das Terras Baixas"	"Hb"	"-51.875"	"-14.625"
"3660"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.625"	"-14.625"
"3661"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.375"	"-14.625"
"3662"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.125"	"-14.625"
"3663"	NA	NA	"-50.875"	"-14.625"
"3664"	NA	NA	"-50.625"	"-14.625"
"3665"	NA	NA	"-50.375"	"-14.625"
"3666"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.125"	"-14.625"
"3667"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-49.875"	"-14.625"
"3668"	NA	NA	"-49.625"	"-14.625"
"3669"	NA	NA	"-49.375"	"-14.625"
"3670"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.125"	"-14.625"
"3671"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.875"	"-14.625"
"3672"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-48.625"	"-14.625"
"3673"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.375"	"-14.625"
"3674"	"Savana Parque com floresta-de-galeria"	"Spf"	"-48.125"	"-14.625"
"3675"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.875"	"-14.625"
"3676"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-47.625"	"-14.625"
"3677"	"Savana Parque com floresta-de-galeria"	"Spf"	"-47.375"	"-14.625"
"3678"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.125"	"-14.625"
"3679"	NA	NA	"-46.875"	"-14.625"
"3680"	NA	NA	"-46.625"	"-14.625"
"3681"	"Floresta Estacional Decidual Montana"	"Cm"	"-46.375"	"-14.625"
"3682"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-46.125"	"-14.625"
"3683"	NA	NA	"-45.875"	"-14.625"
"3684"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-14.625"
"3685"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-45.375"	"-14.625"
"3686"	NA	NA	"-45.125"	"-14.625"
"3687"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-14.625"
"3688"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-14.625"
"3689"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-14.625"
"3691"	"FormaApo Pioneira com influoncia fluvial e/ou lacustre arbustiva sem palmeiras"	"Paas"	"-43.875"	"-14.625"
"3692"	NA	NA	"-43.625"	"-14.625"
"3693"	"Contato Savana-Estppica/Floresta Estacional - Ecltono"	"TNt"	"-43.375"	"-14.625"
"3696"	NA	NA	"-42.625"	"-14.625"
"3704"	"Savana Florestada"	"Sd"	"-59.125"	"-14.875"
"3705"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-58.875"	"-14.875"
"3706"	"Floresta Estacional Sempre Verde Aluvial com dossel emergente"	"Hae"	"-58.625"	"-14.875"
"3707"	"Savana Florestada"	"Sd"	"-58.375"	"-14.875"
"3714"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.625"	"-14.875"
"3715"	"Savana Florestada"	"Sd"	"-56.375"	"-14.875"
"3716"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-56.125"	"-14.875"
"3717"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.875"	"-14.875"
"3718"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.625"	"-14.875"
"3719"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.375"	"-14.875"
"3720"	"Floresta Estacional Decidual Submontana"	"Cs"	"-55.125"	"-14.875"
"3721"	NA	NA	"-54.875"	"-14.875"
"3722"	"Floresta Estacional Decidual Submontana"	"Cs"	"-54.625"	"-14.875"
"3723"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-54.375"	"-14.875"
"3724"	NA	NA	"-54.125"	"-14.875"
"3725"	NA	NA	"-53.875"	"-14.875"
"3726"	NA	NA	"-53.625"	"-14.875"
"3727"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.375"	"-14.875"
"3728"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.125"	"-14.875"
"3729"	"Savana Florestada"	"Sd"	"-52.875"	"-14.875"
"3730"	NA	NA	"-52.625"	"-14.875"
"3731"	NA	NA	"-52.375"	"-14.875"
"3732"	NA	NA	"-52.125"	"-14.875"
"3733"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-51.875"	"-14.875"
"3734"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.625"	"-14.875"
"3735"	"Savana Parque com floresta-de-galeria"	"Spf"	"-51.375"	"-14.875"
"3736"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-51.125"	"-14.875"
"3737"	NA	NA	"-50.875"	"-14.875"
"3738"	NA	NA	"-50.625"	"-14.875"
"3739"	NA	NA	"-50.375"	"-14.875"
"3740"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-50.125"	"-14.875"
"3741"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-49.875"	"-14.875"
"3742"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-49.625"	"-14.875"
"3743"	NA	NA	"-49.375"	"-14.875"
"3744"	"Savana Parque sem floresta-de-galeria"	"Sps"	"-49.125"	"-14.875"
"3745"	NA	NA	"-48.875"	"-14.875"
"3746"	"Savana Parque com floresta-de-galeria"	"Spf"	"-48.625"	"-14.875"
"3747"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.375"	"-14.875"
"3748"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-48.125"	"-14.875"
"3749"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.875"	"-14.875"
"3750"	NA	NA	"-47.625"	"-14.875"
"3751"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-47.375"	"-14.875"
"3752"	NA	NA	"-47.125"	"-14.875"
"3753"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-46.875"	"-14.875"
"3754"	NA	NA	"-46.625"	"-14.875"
"3755"	NA	NA	"-46.375"	"-14.875"
"3756"	NA	NA	"-46.125"	"-14.875"
"3757"	NA	NA	"-45.875"	"-14.875"
"3758"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.625"	"-14.875"
"3759"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-45.375"	"-14.875"
"3760"	NA	NA	"-45.125"	"-14.875"
"3761"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.875"	"-14.875"
"3762"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.625"	"-14.875"
"3763"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-44.375"	"-14.875"
"3764"	"Floresta Estacional Decidual Montana"	"Cm"	"-44.125"	"-14.875"
"3766"	"Floresta Estacional Decidual Submontana"	"Cs"	"-43.625"	"-14.875"
"3769"	"Contato Savana/Savana-Estvpica/Floresta Estacional - Ecntono"	"STNt"	"-42.875"	"-14.875"
"3787"	"Savana Florestada"	"Sd"	"-56.875"	"-15.125"
"3788"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-56.625"	"-15.125"
"3789"	NA	NA	"-56.375"	"-15.125"
"3790"	"Floresta Estacional Decidual Submontana"	"Cs"	"-56.125"	"-15.125"
"3791"	"Savana Florestada"	"Sd"	"-55.875"	"-15.125"
"3792"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-55.625"	"-15.125"
"3793"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-55.375"	"-15.125"
"3794"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-55.125"	"-15.125"
"3795"	NA	NA	"-54.875"	"-15.125"
"3796"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-54.625"	"-15.125"
"3797"	NA	NA	"-54.375"	"-15.125"
"3798"	NA	NA	"-54.125"	"-15.125"
"3799"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-53.875"	"-15.125"
"3800"	NA	NA	"-53.625"	"-15.125"
"3801"	NA	NA	"-53.375"	"-15.125"
"3802"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-53.125"	"-15.125"
"3803"	NA	NA	"-52.875"	"-15.125"
"3804"	"Savana Arborizada com floresta-de-galeria"	"Saf"	"-52.625"	"-15.125"
"3805"	"Floresta Estacional Semidecidual Submontana"	"Fs"	"-52.375"	"-15.125"
"3806"	NA	NA	"-52.125"	"-15.125"
"3807"	NA	NA	"-51.875"	"-15.125"
"3808"	"Savana Arborizada sem floresta-de-galeria"	"Sas"	"-51.625"	"-15.125"
"3809"	"Floresta Estacional Sempre Verde das Terras Baixas"	"Hb"	"-51.375"	"-15.125"
